isgood;title
y;qatar picks exxon, totalenergies, shell, and conocophillips for lng expansion 
y;three chinese energy firms are in talks to buy shell's stake in a huge russian natural gas export project, a report says 
y;shell commits to $6.4bn gas project despite energy slump 
n;weeks after victory over shell, offshore activists target another oil exploration project in south african waters 
y;shell reports another deepwater gusher in gom perdido 
n;president lăłpez obrador to request aid from america in upcoming bilateral meeting 
y;shell fires up new rng facility 
y;shell profits jump 43% to âł7.2 billion amid calls for windfall tax 
y;$30b lng project in lake charles inks deal with shell 
y;shell drops out of major u.s. lng project, energy transfer delays decision 
y;tanzania: samia clears path to 2023 launch of shell, equinor gas facility 
n;fossil fuel companies like shell and bp are raking in massive profits, and this could be just the beginning 
y;royal dutch shell to exit upstream activities in tunisia 
y;shell and equinor resume talks on tanzania's lng project 
y;shell buys us solar and storage company savion 
n;high energy prices leave oil giants untroubled by russia exit or tax hints 
n;automotive automatic transmission fluid market explore future growth opportunities with top players â€“ chevron, exxon mobil, royal dutch shell â€“ indian defence news 
y;shell faces $1bn hit if nord stream 2 never opens 
n;new u.k. gas fields ramping up output to ease crisis 
n;industrial solvent market 2022 worldwide major growth by key players: basf, dow, total, exxonmobil, daicel, nippon refine â€“ designer women 
n;'latvian blend': how russia bends the rules to keep its oil flowing 
y;shell boss faces investor rebellion over âł13.5m pay package 
n;liquified natural gas carrier market share 2022, business overview, top vendors analysis, future trends and current growth factors, opportunities with innovative growth strategies till 2029 
n;medical software market share | factors contributing to growth and forecast up to 2031 
n;this resurrected startup aims to bring back concentrated solar power 
n;investors on board as u.s. oil majors dismiss wind and solar projects 
n;what big oil's solar energy projects reveal about its climate strategy 
y;shell names new renewables boss 
n;silicon ranch raises $775 million â€“ pv magazine international 
y;shell wins $2.5 billion australian power contract with battery storage 
n;oil majors look to fill businesses' growing appetite for green power 
y;baker hughes, shell partner on decarbonisation options 
n;comic relief department: shell ceo says the best way to finance clean energy is to consume more oil 
y;shell takes a major stake in us solar developer silicon ranch 
y;shell buys german solar battery maker sonnen 
y;shell invests in singapore solar firm sunseap eyes solar projects 
y;shell to power philippines refinery with solar, storage and natural gas 
y;cleantech solar promoters ready to sell majority stake | mint 
y;shell to annually invest $5
y;shell weighs installing solar panels at its largest oil refinery 
n;rooftop solar power mandate on new homes? it could happen! 
n;investors are flocking back to natural gas, but renewables remain attractive 
y;shell picks up 20% stake in solar power firm orb energy 
n;sustainable switch: botswana and portugal set sights on solar 
y;general electric, shell looking for exits as energy transition accelerates 
n;europeâ€™s big oil companies are turning electric 
y;shell new energies acquires stake in indian firm orb energy 
n;nordex bags 50mw turbine order from shell 
n;weekly renewables m&a round
n;canadian brookfield eyes stake in indian solar epc company 
n;silicon ranch, green power emc tie up for 252 mw of fresh solar in georgia 
y;shell acquires 49% of aussie solar developer esco pacific 
y;shell acquires 49% stake in singapore's cleantech solar â€“ pv magazine international 
y;shell pushes further into power, renewables with bid to acquire mp2 energy 
n;royal dutch shell: virtue now or later? 
y;royal dutch shell (a shares) (rds.a) q4 2021 earnings call transcript 
n;royal dutch shell: strong performance overshadowed by disappointing dividend cut (nyse:shel) 
n;oil majors wonâ€™t come running to help world facing energy crunch | mint 
y;shell lifts capex and cash flow forecasts 
n;the royal dutch shell of the 2020s 
n;better buy: exxonmobil vs. royal dutch shell 
y;shell's full
y;rapid oil cuts is 'valley of death' for shell, says chief ben van beurden 
n;big oil sees cash rolling in 
y;shell's lng, oil demand plunges in covid
y;shell energy north america (us), l.p. 
y;shell posts earnings of $3.5 billion in 2016 an 8% slide from $3.8 billion in 2015 
n;form 424b5 aspen aerogels inc 
y;royal dutch shell q1 earnings: revenues and earnings suffer, spending exceeds cash flow from operations, company cuts capex 
y;shell warns slowing global economy could hit $25 billion buyback timetable 
y;shell earnings surge as oil prices rebound 
n;investing in big oil: going 'beyond petroleum' 
n;exxon, chevron generate most free cash flow in over a year 
n;big oil's bid to lure back investors with cash could ultimately fail 
n;generating shareholder value 
y;shell sells danish upstream assets to norwegian energy in $1.9 billion deal 
y;shell publishes annual report and accounts 
y;shell's climate defeat: an omen for all corporate polluters? 
n;occidental posts record quarterly profit as oil soars 
y;royal dutch shell profits dive, blames lower energy prices 
n;putin moves to seize a large gas venture in russia's far east. 
n;grease market 2022
y;qatar picks exxon, total, shell, conoco for mega
y;lng market report forecast 2022
n;propylene oxide market size 2022 global trends, news, cagr, industry demand, business growth, and research methods forecast to 2028 | sk chemicals, the dow chemicals royal dutch shell 
n;global lng bunkering market size, growth, 2022 trends, revenue, rising demands forecast to 2028 | covid19 impact on manufactures â€“ gazpromneft marine bunker llc, royal dutch shell plc, bomin linde lng gmbh & co. kg, skangass as, kore 
n;biomass fuel ethanol market 2022 | present scenario and growth prospects 2026 | poet llc, abengoa bioenergy sa, royal dutch shell plc 
n;global bioenergy market size [2022
n;cumene market 2022 revenue, status and outlook
n;construction lubricants market by application, business analysis, currents trends, statistics, and investment opportunities to 2029 royal dutch shell, exxonmobil, bp, chevron corporation, total, petrochina, sinopec, lukoil â€“ designer women 
n;gas treatment market overview : by industry size, market share, recent trends, growth factors, cagr analysis, leading manufacturers â€“ designer women 
n;glycol ether market 2022 size, demand, growth analysis, share, revenue, manufacturers and forecast 2028 | dowdupont, basf, lyondellbasell industries â€“ indian defence news 
n;global tire material market size 2022 with top countries data, industry growth, company profiles and forecasts analysis 2028 â€“ designer women 
n;aviation fuel market report 2022 : executive summary, development factors, market by geography, segment by type, application & region with forecast 2028 
n;toluene market size 2022 critical growth insights by top regions, business overview, new investments plans, global share by revenue, price trends and upcoming technologies forecast to 2028 
n;liquefied natural gas market size is surging worldwide in upcoming years till 2028| royal dutch shell, exxonmobil, chevron, total sa 
n;engine oil market growth 2022 development plans, trends, challenges, top key players, sales revenue, emerging technologies and industry challenges forecast till 2028 
